thread_number, text,
Yogesh,Full heat pa:-) i have applyed oil pa.,
Yogesh,I'm stuck in da middle of da row on da right hand side of da lt...,
Yogesh,Have you laid your airtel line to rest?,
Yogesh,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,
Yogesh,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,
Yogesh,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",
Yogesh,And I don't plan on staying the night but I prolly won't be back til late,
Yogesh,THANX 4 PUTTIN DA FONE DOWN ON ME!!,
Yogesh,I need an 8th but I'm off campus atm,
Yogesh,Oh... Haha... Den we shld had went today too... Gee,
Yogesh,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,
Yogesh,We live in the next  &lt;#&gt; mins,
Yogesh,Y de asking like this.,
Yogesh,Just glad to be talking to you.,
Yogesh,Wat time ü finish?,
Yogesh,Sorry da. I gone mad so many pending works what to do.,
Yogesh,How much you got for cleaning,
Yogesh,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,
Yogesh,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,
Yogesh,Ü called dad oredi...,
Yogesh,Good. do you think you could send me some pix? I would love to see your top and bottom...,
Yogesh,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,
Yogesh,Sorry,
Yogesh,THIS IS A LONG FUCKIN SHOWR,
Yogesh,Received,
Yogesh,They finally came to fix the ceiling.,
Yogesh,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneYogesh",
Yogesh,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,
Yogesh,Where r e meeting tmr?,
Yogesh,Lol yes. But it will add some spice to your day.,
Yogesh,Hope you are having a great day.,
Yogesh,Our Prasanth ettans mother passed away last night. Just pray for her and family.,
Yogesh,K,
Yogesh,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,
Yogesh,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,
Yogesh,I cant pick the phone right now. Pls send a message,
Yogesh,You call him and tell now infront of them. Call him now.,
Yogesh,Ok no prob...,
Yogesh,Ladies first and genus second k .,
Yogesh,No. Yes please. Been swimming?,
Yogesh,Mum not going robinson already.,
Yogesh,Ok set let u noe e details later...,
Yogesh,Not..tel software name..,
Yogesh,I send the print  outs da.,
Yogesh,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO,
Yogesh,When I was born,
Yogesh,I didnt get ur full msg..sometext is missing,
Yogesh,Probably not,
Yogesh,Customer service announcement. We recently tried to make a delivery to you but were unable to do so,
Yogesh,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,
Yogesh,I'm leaving my house now.,
Yogesh,Hi babe its Chloe,
Yogesh,Ü ready then call me...,
Yogesh,Wewa is 130. Iriver 255. All 128 mb.,
Yogesh,It is a good thing I'm now getting the connection to bw,
Yogesh,Sry da..jst nw only i came to home..,
Yogesh,That's cool he'll be here all night,
Yogesh,Are you staying in town ?,
Yogesh,Haha yeah,
Yogesh,Ok u can take me shopping when u get paid =D,
Yogesh,My life Means a lot to me,
Yogesh,Alright we'll bring it to you,
Yogesh,But pls dont play in others life.,
Yogesh,Eatin my lunch...,
Yogesh,Hmmm.but you should give it on one day..,
Yogesh,Didn't try,
Yogesh,Ok no prob,
Yogesh,Surly ill give it to you:-) while coming to review.,
Yogesh,By march ending,
Yogesh,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,
Yogesh,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,
Yogesh,URGENT! Your Mobile No 07808726822 was awarded a £2,
Yogesh,A guy who gets used but is too dumb to realize it.,
Yogesh,Okey dokey,
Yogesh,Don no da:)whats you plan?,
Yogesh,Yes fine,
Yogesh,WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon,
Yogesh,I liked the new mobile,
Yogesh,Anytime...,
Yogesh,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,
Yogesh,Yar but they say got some error.,
Yogesh,Hey anyway i have to :-),
Yogesh,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,
Yogesh,Wif my family booking tour package.,
Yogesh,Did you say bold,
Yogesh,Haha awesome,
Yogesh,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),
Yogesh,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,
Yogesh,Thats cool princess! I will cover your face in hot sticky cum :),
Yogesh,Big brother‘s really scraped the barrel with this shower of social misfits,
Yogesh,Oops i thk i dun haf enuff... I go check then tell ü..,
Yogesh,S:)8 min to go for lunch:),
Yogesh,Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care,
Yogesh,K will do,
Yogesh,My uncles in Atlanta. Wish you guys a great semester.,
Yogesh,Aiyo... Her lesson so early... I'm still sleepin,
Yogesh,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,
Yogesh,Yup. Anything lor,
Yogesh,I'm home,
Yogesh,HELLO PEACH! MY CAKE TASTS LUSH!,
Yogesh,FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST,
Yogesh,There'll be a minor shindig at my place later tonight,
Yogesh,Jason says it's cool if we pick some up from his place in like an hour,
Yogesh,Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER,
Yogesh,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,
Yogesh,I've reached already.,
Yogesh,I dont know ask to my brother. Nothing problem some thing that. Just i told .,
Yogesh,K:)eng rocking in ashes:),
Yogesh,Wat time r ü going to xin's hostel?,
Yogesh,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,
Yogesh,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,
Yogesh,Oh k:)after that placement there ah?,
Yogesh,Not for possession,
Yogesh,Nt only for driving even for many reasons she is called BBD..thts it chikku,
Yogesh,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,
Yogesh,We have pizza if u want,
Yogesh,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",
Yogesh,Many more happy returns of the day. I wish you happy birthday.,
Yogesh,Ya very nice. . .be ready on thursday,
Yogesh,I am in hospital da. . I will return home in evening,
Yogesh,Thinking of u ;) x,
Yogesh,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,
Yogesh,Orh i tot u say she now still dun believe.,
Yogesh,When you just put in the + sign,
Yogesh,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,
Yogesh,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,
Yogesh,If you're still up,
Yogesh,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,
Yogesh,Well boy am I glad G wasted all night at applebees for nothing,
Yogesh,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,
Yogesh,Ok lor... Or u wan me go look 4 u?,
Yogesh,U wan 2 haf lunch i'm in da canteen now.,
Yogesh,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,
Yogesh,hey,
Yogesh,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,
Yogesh,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,
Yogesh,I'm home. Doc gave me pain meds says everything is fine.,
Yogesh,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),
Yogesh,Me too! Have a lovely night xxx,
Yogesh,Prepare to be pleasured :),
Yogesh,Hi.:)technical support.providing assistance to us customer through call and email:),
Yogesh,if you text on your way to cup stop that should work. And that should be BUS,
Yogesh,Whens your radio show?,
Yogesh,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,
Yogesh,I'm not sure if its still available though,
Yogesh,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,
Yogesh,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,
Yogesh,Hi..i got the money da:),
Yogesh,Hi,
Yogesh,Ok then u tell me wat time u coming later lor.,
Yogesh,U repeat e instructions again. Wat's e road name of ur house?,
Yogesh,So many people seems to be special at first sight,
Yogesh,Quite lor. But dun tell him wait he get complacent...,
Yogesh,Sorry completely forgot * will pop em round this week if your still here?,
Yogesh,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,
Yogesh,O we cant see if we can join denis and mina? Or does denis want alone time,
Yogesh,Sen told that he is going to join his uncle finance in cbe,
Yogesh,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,
Yogesh,Call me,
Yogesh,Especially since i talk about boston all up in my personal statement,
Yogesh,Indeed and by the way it was either or - not both !,
Yogesh,Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,
Yogesh,Holy living christ what is taking you so long,
Yogesh,Ü thk of wat to eat tonight.,
Yogesh,Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies,
Yogesh,We're on the opposite side from where we dropped you off,
Yogesh,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,
Yogesh,Send me your resume:-),
Yogesh,Gd luck 4 ur exams :-),
Yogesh,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,
Yogesh,Sorry that was my uncle. I.ll keep in touch,
Yogesh,Saw Guys and Dolls last night with Patrick Swayze it was great,
Yogesh,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,
Yogesh,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,
Yogesh,Just come home. I don't want u to be miserable,
Yogesh,I dont know why she.s not getting your messages,
Yogesh,its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter,
Yogesh,The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him,
Yogesh,Reverse is cheating. That is not mathematics.,
Yogesh,How do you plan to manage that,
Yogesh,Er,
Yogesh,Sorry for the delay. Yes masters,
Yogesh,Call me when u finish then i come n pick u.,
Yogesh,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,
Yogesh,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,
Yogesh,Don't worry though,
Yogesh,Honey,
Yogesh,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,
Yogesh,fyi I'm at usf now,
Yogesh,i can call in  &lt;#&gt;  min if thats ok,
Yogesh,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,
Yogesh,Ü no home work to do meh...,
Yogesh,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,
Yogesh,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,
Yogesh,How's ur paper?,
Yogesh,Got smaller capacity one? Quite ex...,
Yogesh,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,
Yogesh,Im good! I have been thinking about you...,
Yogesh,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),
Yogesh,:-) :-),
Yogesh,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,
Yogesh,I am going to sleep. I am tired of travel.,
Yogesh,Haha,
Yogesh,Yup but it's not giving me problems now so mayb i'll jus leave it...,
Yogesh,Lol no. Just trying to make your day a little more interesting,
Yogesh,How long before you get reply,
Yogesh,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",
Yogesh,Po de :-):):-):-):-). No need job aha.,
Yogesh,Rats. Hey did u ever vote for the next themes?,
Yogesh,New Mobiles from 2004,
Yogesh,I hope your pee burns tonite.,
Yogesh,OH RITE. WELL IM WITH MY BEST MATE PETE,
Yogesh,Yay can't wait to party together!,
Yogesh,....photoshop makes my computer shut down.,
